primary_category,macro_field,submission_month,raw_n,selected_n
math.AT,math,2018-06,26,26
math.AT,math,2018-07,50,50
math.AT,math,2018-08,43,43
math.AT,math,2018-09,51,50
math.AT,math,2018-10,64,50
math.AT,math,2018-11,48,48
math.AT,math,2018-12,33,33
math.AT,math,2019-01,38,38
math.AT,math,2019-02,46,46
math.AT,math,2019-03,45,45
math.AT,math,2019-04,47,47
math.AT,math,2019-05,59,50
math.AT,math,2019-06,32,32
math.AT,math,2019-07,53,50
math.AT,math,2019-08,42,42
math.AT,math,2019-09,47,47
math.AT,math,2019-10,49,49
math.AT,math,2019-11,49,49
math.AT,math,2019-12,54,50
math.AT,math,2020-01,64,50
math.AT,math,2020-02,47,47
math.AT,math,2020-03,40,40
math.AT,math,2020-04,39,39
math.AT,math,2020-05,46,46
math.AT,math,2020-06,59,50
math.AT,math,2020-07,56,50
math.AT,math,2020-08,44,44
math.AT,math,2020-09,33,33
math.AT,math,2020-10,40,40
math.AT,math,2020-11,51,50
math.AT,math,2020-12,51,50
math.AT,math,2021-01,24,24
math.AT,math,2021-02,26,26
math.AT,math,2021-03,50,50
math.AT,math,2021-04,40,40
math.AT,math,2021-05,45,45
math.AT,math,2021-06,56,50
math.AT,math,2021-07,49,49
math.AT,math,2021-08,42,42
math.AT,math,2021-09,47,47
math.AT,math,2021-10,45,45
math.AT,math,2021-11,43,43
math.AT,math,2021-12,42,42
math.AT,math,2022-01,43,43
math.AT,math,2022-02,36,36
math.AT,math,2022-03,57,50
math.AT,math,2022-04,37,37
math.AT,math,2022-05,41,41
math.AT,math,2022-06,42,42
math.AT,math,2022-07,45,45
math.AT,math,2022-08,50,50
math.AT,math,2022-09,48,48
math.AT,math,2022-10,61,50
math.AT,math,2022-11,49,49
math.AT,math,2022-12,43,43
math.AT,math,2023-01,47,47
math.AT,math,2023-02,47,47
math.AT,math,2023-03,51,50
math.AT,math,2023-04,38,38
math.AT,math,2023-05,59,50
math.AT,math,2023-06,53,50
math.AT,math,2023-07,41,41
math.AT,math,2023-08,50,50
math.AT,math,2023-09,43,43
math.AT,math,2023-10,64,50
math.AT,math,2023-11,52,50
math.AT,math,2023-12,56,50
math.AT,math,2024-01,39,39
math.AT,math,2024-02,52,50
math.AT,math,2024-03,46,46
math.AT,math,2024-04,47,47
math.AT,math,2024-05,47,47
math.AT,math,2024-06,45,45
math.AT,math,2024-07,54,50
math.AT,math,2024-08,51,50
math.AT,math,2024-09,39,39
math.AT,math,2024-10,60,50
math.AT,math,2024-11,65,50
math.AT,math,2024-12,57,50
math.AT,math,2025-01,44,44
math.AT,math,2025-02,36,36
math.AT,math,2025-03,54,50
math.AT,math,2025-04,40,40
math.AT,math,2025-05,56,50
math.AT,math,2025-06,50,50
math.AT,math,2025-07,50,50
math.AT,math,2025-08,48,48
math.AT,math,2025-09,59,50
math.AT,math,2025-10,59,50
math.AT,math,2025-11,48,48
math.AT,math,2025-12,54,50
math.CA,math,2018-01,101,50
math.CA,math,2018-02,68,50
math.CA,math,2018-03,94,50
math.CA,math,2018-04,90,50
math.CA,math,2018-05,79,50
math.CA,math,2018-06,68,50
math.CA,math,2018-07,71,50
math.CA,math,2018-08,83,50
math.CA,math,2018-09,70,50
math.CA,math,2018-10,86,50
math.CA,math,2018-11,82,50
math.CA,math,2018-12,83,50
math.CA,math,2019-01,120,50
math.CA,math,2019-02,65,50
math.CA,math,2019-03,77,50
math.CA,math,2019-04,83,50
math.CA,math,2019-05,92,50
math.CA,math,2019-06,64,50
math.CA,math,2019-07,101,50
math.CA,math,2019-08,66,50
math.CA,math,2019-09,76,50
math.CA,math,2019-10,90,50
math.CA,math,2019-11,64,50
math.CA,math,2019-12,92,50
math.CA,math,2020-01,82,50
math.CA,math,2020-02,80,50
math.CA,math,2020-03,77,50
math.CA,math,2020-04,70,50
math.CA,math,2020-05,91,50
math.CA,math,2020-06,111,50
math.CA,math,2020-07,73,50
math.CA,math,2020-08,66,50
math.CA,math,2020-09,86,50
math.CA,math,2020-10,65,50
math.CA,math,2020-11,76,50
math.CA,math,2020-12,82,50
math.CA,math,2021-01,72,50
math.CA,math,2021-02,51,50
math.CA,math,2021-03,54,50
math.CA,math,2021-04,75,50
math.CA,math,2021-05,62,50
math.CA,math,2021-06,69,50
math.CA,math,2021-07,75,50
math.CA,math,2021-08,58,50
math.CA,math,2021-09,69,50
math.CA,math,2021-10,66,50
math.CA,math,2021-11,65,50
math.CA,math,2021-12,71,50
math.CA,math,2022-01,58,50
math.CA,math,2022-02,67,50
math.CA,math,2022-03,81,50
math.CA,math,2022-04,73,50
math.CA,math,2022-05,66,50
math.CA,math,2022-06,58,50
math.CA,math,2022-07,55,50
math.CA,math,2022-08,64,50
math.CA,math,2022-09,67,50
math.CA,math,2022-10,97,50
math.CA,math,2022-11,66,50
math.CA,math,2022-12,59,50
math.CA,math,2023-01,51,50
math.CA,math,2023-02,69,50
math.CA,math,2023-03,63,50
math.CA,math,2023-04,57,50
math.CA,math,2023-05,74,50
math.CA,math,2023-06,68,50
math.CA,math,2023-07,85,50
math.CA,math,2023-08,64,50
math.CA,math,2023-09,78,50
math.CA,math,2023-10,55,50
math.CA,math,2023-11,73,50
math.CA,math,2023-12,70,50
math.CA,math,2024-01,67,50
math.CA,math,2024-02,89,50
math.CA,math,2024-03,58,50
math.CA,math,2024-04,74,50
math.CA,math,2024-05,62,50
math.CA,math,2024-06,57,50
math.CA,math,2024-07,85,50
math.CA,math,2024-08,50,50
math.CA,math,2024-09,67,50
math.CA,math,2024-10,78,50
math.CA,math,2024-11,75,50
math.CA,math,2024-12,95,50
math.CA,math,2025-01,72,50
math.CA,math,2025-02,80,50
math.CA,math,2025-03,67,50
math.CA,math,2025-04,56,50
math.CA,math,2025-05,66,50
math.CA,math,2025-06,65,50
math.CA,math,2025-07,72,50
math.CA,math,2025-08,75,50
math.CA,math,2025-09,81,50
math.CA,math,2025-10,73,50
math.CA,math,2025-11,62,50
math.CA,math,2025-12,63,50
math.CO,math,2018-01,227,50
math.CO,math,2018-02,213,50
math.CO,math,2018-03,241,50
math.CO,math,2018-04,257,50
math.CO,math,2018-05,264,50
math.CO,math,2018-06,248,50
math.CO,math,2018-07,296,50
math.CO,math,2018-08,266,50
math.CO,math,2018-09,245,50
math.CO,math,2018-10,261,50
math.CO,math,2018-11,252,50
math.CO,math,2018-12,258,50
math.CO,math,2019-01,231,50
math.CO,math,2019-02,220,50
math.CO,math,2019-03,263,50
math.CO,math,2019-04,251,50
math.CO,math,2019-05,247,50
math.CO,math,2019-06,257,50
math.CO,math,2019-07,309,50
math.CO,math,2019-08,256,50
math.CO,math,2019-09,266,50
math.CO,math,2019-10,283,50
math.CO,math,2019-11,246,50
math.CO,math,2019-12,284,50
math.CO,math,2020-01,228,50
math.CO,math,2020-02,218,50
math.CO,math,2020-03,293,50
math.CO,math,2020-04,260,50
math.CO,math,2020-05,303,50
math.CO,math,2020-06,302,50
math.CO,math,2020-07,310,50
math.CO,math,2020-08,285,50
math.CO,math,2020-09,299,50
math.CO,math,2020-10,296,50
math.CO,math,2020-11,235,50
math.CO,math,2020-12,309,50
math.CO,math,2021-01,232,50
math.CO,math,2021-02,252,50
math.CO,math,2021-03,295,50
math.CO,math,2021-04,283,50
math.CO,math,2021-05,269,50
math.CO,math,2021-06,294,50
math.CO,math,2021-07,281,50
math.CO,math,2021-08,280,50
math.CO,math,2021-09,281,50
math.CO,math,2021-10,293,50
math.CO,math,2021-11,308,50
math.CO,math,2021-12,272,50
math.CO,math,2022-01,271,50
math.CO,math,2022-02,277,50
math.CO,math,2022-03,272,50
math.CO,math,2022-04,246,50
math.CO,math,2022-05,292,50
math.CO,math,2022-06,297,50
math.CO,math,2022-07,303,50
math.CO,math,2022-08,270,50
math.CO,math,2022-09,313,50
math.CO,math,2022-10,307,50
math.CO,math,2022-11,332,50
math.CO,math,2022-12,322,50
math.CO,math,2023-01,239,50
math.CO,math,2023-02,265,50
math.CO,math,2023-03,345,50
math.CO,math,2023-04,236,50
math.CO,math,2023-05,344,50
math.CO,math,2023-06,316,50
math.CO,math,2023-07,292,50
math.CO,math,2023-08,317,50
math.CO,math,2023-09,311,50
math.CO,math,2023-10,335,50
math.CO,math,2023-11,325,50
math.CO,math,2023-12,321,50
math.CO,math,2024-01,308,50
math.CO,math,2024-02,319,50
math.CO,math,2024-03,329,50
math.CO,math,2024-04,333,50
math.CO,math,2024-05,349,50
math.CO,math,2024-06,326,50
math.CO,math,2024-07,331,50
math.CO,math,2024-08,351,50
math.CO,math,2024-09,364,50
math.CO,math,2024-10,362,50
math.CO,math,2024-11,363,50
math.CO,math,2024-12,361,50
math.CO,math,2025-01,325,50
math.CO,math,2025-02,302,50
math.CO,math,2025-03,363,50
math.CO,math,2025-04,335,50
math.CO,math,2025-05,331,50
math.CO,math,2025-06,347,50
math.CO,math,2025-07,398,50
math.CO,math,2025-08,377,50
math.CO,math,2025-09,443,50
math.CO,math,2025-10,413,50
math.CO,math,2025-11,392,50
math.CO,math,2025-12,406,50
math.CT,math,2018-01,17,17
math.CT,math,2018-02,22,22
math.CT,math,2018-03,24,24
math.CT,math,2018-04,12,12
math.CT,math,2018-05,30,30
math.CT,math,2018-06,19,19
math.CT,math,2018-07,16,16
math.CT,math,2018-08,21,21
math.CT,math,2018-09,22,22
math.CT,math,2018-10,19,19
math.CT,math,2018-11,20,20
math.CT,math,2018-12,23,23
math.CT,math,2019-01,15,15
math.CT,math,2019-02,19,19
math.CT,math,2019-03,23,23
math.CT,math,2019-04,24,24
math.CT,math,2019-05,22,22
math.CT,math,2019-06,17,17
math.CT,math,2019-07,21,21
math.CT,math,2019-08,23,23
math.CT,math,2019-09,23,23
math.CT,math,2019-10,21,21
math.CT,math,2019-11,29,29
math.CT,math,2019-12,9,9
math.CT,math,2020-01,16,16
math.CT,math,2020-02,23,23
math.CT,math,2020-03,27,27
math.CT,math,2020-04,32,32
math.CT,math,2020-05,33,33
math.CT,math,2020-06,29,29
math.CT,math,2020-07,24,24
math.CT,math,2020-08,18,18
math.CT,math,2020-09,21,21
math.CT,math,2020-10,32,32
math.CT,math,2020-11,23,23
math.CT,math,2020-12,24,24
math.CT,math,2021-01,30,30
math.CT,math,2021-02,31,31
math.CT,math,2021-03,31,31
math.CT,math,2021-04,28,28
math.CT,math,2021-05,41,41
math.CT,math,2021-06,25,25
math.CT,math,2021-07,19,19
math.CT,math,2021-08,18,18
math.CT,math,2021-09,28,28
math.CT,math,2021-10,18,18
math.CT,math,2021-11,25,25
math.CT,math,2021-12,27,27
math.CT,math,2022-01,25,25
math.CT,math,2022-02,27,27
math.CT,math,2022-03,27,27
math.CT,math,2022-04,30,30
math.CT,math,2022-05,37,37
math.CT,math,2022-06,21,21
math.CT,math,2022-07,25,25
math.CT,math,2022-08,29,29
math.CT,math,2022-09,22,22
math.CT,math,2022-10,24,24
math.CT,math,2022-11,27,27
math.CT,math,2022-12,20,20
math.CT,math,2023-01,23,23
math.CT,math,2023-02,27,27
math.CT,math,2023-03,42,42
math.CT,math,2023-04,26,26
math.CT,math,2023-05,44,44
math.CT,math,2023-06,30,30
math.CT,math,2023-07,24,24
math.CT,math,2023-08,33,33
math.CT,math,2023-09,18,18
math.CT,math,2023-10,33,33
math.CT,math,2023-11,39,39
math.CT,math,2023-12,26,26
math.CT,math,2024-01,28,28
math.CT,math,2024-02,25,25
math.CT,math,2024-03,39,39
math.CT,math,2024-04,45,45
math.CT,math,2024-05,29,29
math.CT,math,2024-06,32,32
math.CT,math,2024-07,24,24
math.CT,math,2024-08,25,25
math.CT,math,2024-09,26,26
math.CT,math,2024-10,34,34
math.CT,math,2024-11,28,28
math.CT,math,2024-12,19,19
math.CT,math,2025-01,32,32
math.CT,math,2025-02,34,34
math.CT,math,2025-03,40,40
math.CT,math,2025-04,26,26
math.CT,math,2025-05,31,31
math.CT,math,2025-06,32,32
math.CT,math,2025-07,26,26
math.CT,math,2025-08,32,32
math.CT,math,2025-09,38,38
math.CT,math,2025-10,43,43
math.CT,math,2025-11,33,33
math.CT,math,2025-12,29,29
math.CV,math,2018-01,44,44
math.CV,math,2018-02,53,50
math.CV,math,2018-03,38,38
math.CV,math,2018-04,52,50
math.CV,math,2018-05,51,50
math.CV,math,2018-06,45,45
math.CV,math,2018-07,56,50
math.CV,math,2018-08,48,48
math.CV,math,2018-09,48,48
math.CV,math,2018-10,69,50
math.CV,math,2018-11,59,50
math.CV,math,2018-12,49,49
math.CV,math,2019-01,56,50
math.CV,math,2019-02,53,50
math.CV,math,2019-03,51,50
math.CV,math,2019-04,59,50
math.CV,math,2019-05,54,50
math.CV,math,2019-06,38,38
math.CV,math,2019-07,50,50
math.CV,math,2019-08,52,50
math.CV,math,2019-09,65,50
math.CV,math,2019-10,42,42
math.CV,math,2019-11,51,50
math.CV,math,2019-12,58,50
math.CV,math,2020-01,42,42
math.CV,math,2020-02,42,42
math.CV,math,2020-03,56,50
math.CV,math,2020-04,79,50
math.CV,math,2020-05,55,50
math.CV,math,2020-06,55,50
math.CV,math,2020-07,60,50
math.CV,math,2020-08,49,49
math.CV,math,2020-09,67,50
math.CV,math,2020-10,42,42
math.CV,math,2020-11,61,50
math.CV,math,2020-12,60,50
math.CV,math,2021-01,47,47
math.CV,math,2021-02,37,37
math.CV,math,2021-03,64,50
math.CV,math,2021-04,62,50
math.CV,math,2021-05,49,49
math.CV,math,2021-06,64,50
math.CV,math,2021-07,47,47
math.CV,math,2021-08,43,43
math.CV,math,2021-09,53,50
math.CV,math,2021-10,43,43
math.CV,math,2021-11,63,50
math.CV,math,2021-12,53,50
math.CV,math,2022-01,46,46
math.CV,math,2022-02,44,44
math.CV,math,2022-03,47,47
math.CV,math,2022-04,42,42
math.CV,math,2022-05,32,32
math.CV,math,2022-06,52,50
math.CV,math,2022-07,59,50
math.CV,math,2022-08,57,50
math.CV,math,2022-09,49,49
math.CV,math,2022-10,61,50
math.CV,math,2022-11,64,50
math.CV,math,2022-12,46,46
math.CV,math,2023-01,39,39
math.CV,math,2023-02,45,45
math.CV,math,2023-03,54,50
math.CV,math,2023-04,39,39
math.CV,math,2023-05,55,50
math.CV,math,2023-06,51,50
math.CV,math,2023-07,55,50
math.CV,math,2023-08,61,50
math.CV,math,2023-09,61,50
math.CV,math,2023-10,55,50
math.CV,math,2023-11,49,49
math.CV,math,2023-12,56,50
math.CV,math,2024-01,51,50
math.CV,math,2024-02,48,48
math.CV,math,2024-03,48,48
math.CV,math,2024-04,57,50
math.CV,math,2024-05,71,50
math.CV,math,2024-06,49,49
math.CV,math,2024-07,62,50
math.CV,math,2024-08,39,39
math.CV,math,2024-09,58,50
math.CV,math,2024-10,56,50
math.CV,math,2024-11,49,49
math.CV,math,2024-12,47,47
math.CV,math,2025-01,51,50
math.CV,math,2025-02,49,49
math.CV,math,2025-03,61,50
math.CV,math,2025-04,65,50
math.CV,math,2025-05,56,50
math.CV,math,2025-06,64,50
math.CV,math,2025-07,57,50
math.CV,math,2025-08,46,46
math.CV,math,2025-09,71,50
math.CV,math,2025-10,63,50
math.CV,math,2025-11,68,50
math.CV,math,2025-12,74,50
math.DG,math,2018-01,128,50
math.DG,math,2018-02,141,50
math.DG,math,2018-03,133,50
math.DG,math,2018-04,124,50
math.DG,math,2018-05,143,50
math.DG,math,2018-06,113,50
math.DG,math,2018-07,129,50
math.DG,math,2018-08,134,50
math.DG,math,2018-09,117,50
math.DG,math,2018-10,149,50
math.DG,math,2018-11,131,50
math.DG,math,2018-12,117,50
math.DG,math,2019-01,148,50
math.DG,math,2019-02,121,50
math.DG,math,2019-03,143,50
math.DG,math,2019-04,130,50
math.DG,math,2019-05,132,50
math.DG,math,2019-06,116,50
math.DG,math,2019-07,126,50
math.DG,math,2019-08,135,50
math.DG,math,2019-09,156,50
math.DG,math,2019-10,165,50
math.DG,math,2019-11,135,50
math.DG,math,2019-12,131,50
math.DG,math,2020-01,137,50
math.DG,math,2020-02,125,50
math.DG,math,2020-03,132,50
math.DG,math,2020-04,139,50
math.DG,math,2020-05,119,50
math.DG,math,2020-06,141,50
math.DG,math,2020-07,163,50
math.DG,math,2020-08,127,50
math.DG,math,2020-09,153,50
math.DG,math,2020-10,150,50
math.DG,math,2020-11,111,50
math.DG,math,2020-12,133,50
math.DG,math,2021-01,130,50
math.DG,math,2021-02,110,50
math.DG,math,2021-03,146,50
math.DG,math,2021-04,116,50
math.DG,math,2021-05,148,50
math.DG,math,2021-06,128,50
math.DG,math,2021-07,126,50
math.DG,math,2021-08,134,50
math.DG,math,2021-09,139,50
math.DG,math,2021-10,130,50
math.DG,math,2021-11,141,50
math.DG,math,2021-12,137,50
math.DG,math,2022-01,128,50
math.DG,math,2022-02,122,50
math.DG,math,2022-03,148,50
math.DG,math,2022-04,140,50
math.DG,math,2022-05,125,50
math.DG,math,2022-06,144,50
math.DG,math,2022-07,113,50
math.DG,math,2022-08,153,50
math.DG,math,2022-09,123,50
math.DG,math,2022-10,144,50
math.DG,math,2022-11,134,50
math.DG,math,2022-12,137,50
math.DG,math,2023-01,125,50
math.DG,math,2023-02,119,50
math.DG,math,2023-03,146,50
math.DG,math,2023-04,122,50
math.DG,math,2023-05,146,50
math.DG,math,2023-06,160,50
math.DG,math,2023-07,147,50
math.DG,math,2023-08,132,50
math.DG,math,2023-09,172,50
math.DG,math,2023-10,166,50
math.DG,math,2023-11,129,50
math.DG,math,2023-12,131,50
math.DG,math,2024-01,145,50
math.DG,math,2024-02,140,50
math.DG,math,2024-03,144,50
math.DG,math,2024-04,166,50
math.DG,math,2024-05,165,50
math.DG,math,2024-06,147,50
math.DG,math,2024-07,156,50
math.DG,math,2024-08,120,50
math.DG,math,2024-09,140,50
math.DG,math,2024-10,160,50
math.DG,math,2024-11,134,50
math.DG,math,2024-12,157,50
math.DG,math,2025-01,145,50
math.DG,math,2025-02,147,50
math.DG,math,2025-03,158,50
math.DG,math,2025-04,156,50
math.DG,math,2025-05,166,50
math.DG,math,2025-06,141,50
math.DG,math,2025-07,187,50
math.DG,math,2025-08,141,50
math.DG,math,2025-09,182,50
math.DG,math,2025-10,184,50
math.DG,math,2025-11,175,50
math.DG,math,2025-12,191,50
math.DS,math,2018-01,110,50
math.DS,math,2018-02,108,50
math.DS,math,2018-03,135,50
math.DS,math,2018-04,98,50
math.DS,math,2018-05,121,50
math.DS,math,2018-06,103,50
math.DS,math,2018-07,109,50
math.DS,math,2018-08,121,50
math.DS,math,2018-09,116,50
math.DS,math,2018-10,123,50
math.DS,math,2018-11,107,50
math.DS,math,2018-12,119,50
math.DS,math,2019-01,152,50
math.DS,math,2019-02,135,50
math.DS,math,2019-03,125,50
math.DS,math,2019-04,142,50
math.DS,math,2019-05,125,50
math.DS,math,2019-06,122,50
math.DS,math,2019-07,118,50
math.DS,math,2019-08,118,50
math.DS,math,2019-09,141,50
math.DS,math,2019-10,144,50
math.DS,math,2019-11,122,50
math.DS,math,2019-12,120,50
math.DS,math,2020-01,122,50
math.DS,math,2020-02,113,50
math.DS,math,2020-03,137,50
math.DS,math,2020-04,127,50
math.DS,math,2020-05,123,50
math.DS,math,2020-06,151,50
math.DS,math,2020-07,133,50
math.DS,math,2020-08,107,50
math.DS,math,2020-09,125,50
math.DS,math,2020-10,147,50
math.DS,math,2020-11,125,50
math.DS,math,2020-12,153,50
math.DS,math,2021-01,122,50
math.DS,math,2021-02,117,50
math.DS,math,2021-03,168,50
math.DS,math,2021-04,121,50
math.DS,math,2021-05,141,50
math.DS,math,2021-06,131,50
math.DS,math,2021-07,120,50
math.DS,math,2021-08,111,50
math.DS,math,2021-09,127,50
math.DS,math,2021-10,118,50
math.DS,math,2021-11,135,50
math.DS,math,2021-12,144,50
math.DS,math,2022-01,104,50
math.DS,math,2022-02,125,50
math.DS,math,2022-03,145,50
math.DS,math,2022-04,107,50
math.DS,math,2022-05,113,50
math.DS,math,2022-06,131,50
math.DS,math,2022-07,106,50
math.DS,math,2022-08,123,50
math.DS,math,2022-09,159,50
math.DS,math,2022-10,142,50
math.DS,math,2022-11,128,50
math.DS,math,2022-12,109,50
math.DS,math,2023-01,115,50
math.DS,math,2023-02,128,50
math.DS,math,2023-03,154,50
math.DS,math,2023-04,115,50
math.DS,math,2023-05,145,50
math.DS,math,2023-06,127,50
math.DS,math,2023-07,130,50
math.DS,math,2023-08,120,50
math.DS,math,2023-09,115,50
math.DS,math,2023-10,138,50
math.DS,math,2023-11,137,50
math.DS,math,2023-12,142,50
math.DS,math,2024-01,159,50
math.DS,math,2024-02,136,50
math.DS,math,2024-03,156,50
math.DS,math,2024-04,140,50
math.DS,math,2024-05,168,50
math.DS,math,2024-06,118,50
math.DS,math,2024-07,154,50
math.DS,math,2024-08,120,50
math.DS,math,2024-09,131,50
math.DS,math,2024-10,169,50
math.DS,math,2024-11,144,50
math.DS,math,2024-12,134,50
math.DS,math,2025-01,146,50
math.DS,math,2025-02,107,50
math.DS,math,2025-03,145,50
math.DS,math,2025-04,177,50
math.DS,math,2025-05,144,50
math.DS,math,2025-06,117,50
math.DS,math,2025-07,152,50
math.DS,math,2025-08,136,50
math.DS,math,2025-09,146,50
math.DS,math,2025-10,193,50
math.DS,math,2025-11,154,50
math.DS,math,2025-12,162,50
math.FA,math,2018-01,123,50
math.FA,math,2018-02,96,50
math.FA,math,2018-03,121,50
math.FA,math,2018-04,123,50
math.FA,math,2018-05,114,50
math.FA,math,2018-06,111,50
math.FA,math,2018-07,100,50
math.FA,math,2018-08,106,50
math.FA,math,2018-09,100,50
math.FA,math,2018-10,111,50
math.FA,math,2018-11,119,50
math.FA,math,2018-12,132,50
math.FA,math,2019-01,113,50
math.FA,math,2019-02,127,50
math.FA,math,2019-03,120,50
math.FA,math,2019-04,106,50
math.FA,math,2019-05,138,50
math.FA,math,2019-06,92,50
math.FA,math,2019-07,110,50
math.FA,math,2019-08,96,50
math.FA,math,2019-09,108,50
math.FA,math,2019-10,130,50
math.FA,math,2019-11,104,50
math.FA,math,2019-12,162,50
math.FA,math,2020-01,101,50
math.FA,math,2020-02,129,50
math.FA,math,2020-03,135,50
math.FA,math,2020-04,113,50
math.FA,math,2020-05,144,50
math.FA,math,2020-06,124,50
math.FA,math,2020-07,150,50
math.FA,math,2020-08,110,50
math.FA,math,2020-09,128,50
math.FA,math,2020-10,131,50
math.FA,math,2020-11,121,50
math.FA,math,2020-12,138,50
math.FA,math,2021-01,112,50
math.FA,math,2021-02,102,50
math.FA,math,2021-03,111,50
math.FA,math,2021-04,114,50
math.FA,math,2021-05,108,50
math.FA,math,2021-06,105,50
math.FA,math,2021-07,122,50
math.FA,math,2021-08,101,50
math.FA,math,2021-09,106,50
math.FA,math,2021-10,114,50
math.FA,math,2021-11,102,50
math.FA,math,2021-12,106,50
math.FA,math,2022-01,112,50
math.FA,math,2022-02,90,50
math.FA,math,2022-03,126,50
math.FA,math,2022-04,125,50
math.FA,math,2022-05,106,50
math.FA,math,2022-06,111,50
math.FA,math,2022-07,125,50
math.FA,math,2022-08,114,50
math.FA,math,2022-09,120,50
math.FA,math,2022-10,115,50
math.FA,math,2022-11,101,50
math.FA,math,2022-12,121,50
math.FA,math,2023-01,111,50
math.FA,math,2023-02,94,50
math.FA,math,2023-03,107,50
math.FA,math,2023-04,82,50
math.FA,math,2023-05,135,50
math.FA,math,2023-06,112,50
math.FA,math,2023-07,112,50
math.FA,math,2023-08,84,50
math.FA,math,2023-09,103,50
math.FA,math,2023-10,103,50
math.FA,math,2023-11,93,50
math.FA,math,2023-12,102,50
math.FA,math,2024-01,125,50
math.FA,math,2024-02,146,50
math.FA,math,2024-03,117,50
math.FA,math,2024-04,121,50
math.FA,math,2024-05,156,50
math.FA,math,2024-06,110,50
math.FA,math,2024-07,136,50
math.FA,math,2024-08,115,50
math.FA,math,2024-09,116,50
math.FA,math,2024-10,137,50
math.FA,math,2024-11,114,50
math.FA,math,2024-12,110,50
math.FA,math,2025-01,115,50
math.FA,math,2025-02,113,50
math.FA,math,2025-03,128,50
math.FA,math,2025-04,124,50
math.FA,math,2025-05,135,50
math.FA,math,2025-06,114,50
math.FA,math,2025-07,134,50
math.FA,math,2025-08,143,50
math.FA,math,2025-09,151,50
math.FA,math,2025-10,135,50
math.FA,math,2025-11,121,50
math.FA,math,2025-12,146,50
math.GM,math,2018-01,9,9
math.GM,math,2018-02,21,21
math.GM,math,2018-03,13,13
math.GM,math,2018-04,13,13
math.GM,math,2018-05,13,13
math.GM,math,2018-06,15,15
math.GM,math,2018-07,8,8
math.GM,math,2018-08,16,16
math.GM,math,2018-09,9,9
math.GM,math,2018-10,11,11
math.GM,math,2018-11,13,13
math.GM,math,2018-12,14,14
math.GM,math,2019-01,30,30
math.GM,math,2019-02,29,29
math.GM,math,2019-03,22,22
math.GM,math,2019-04,19,19
math.GM,math,2019-05,37,37
math.GM,math,2019-06,9,9
math.GM,math,2019-07,24,24
math.GM,math,2019-08,14,14
math.GM,math,2019-09,25,25
math.GM,math,2019-10,27,27
math.GM,math,2019-11,27,27
math.GM,math,2019-12,24,24
math.GM,math,2020-01,19,19
math.GM,math,2020-02,25,25
math.GM,math,2020-03,38,38
math.GM,math,2020-04,17,17
math.GM,math,2020-05,25,25
math.GM,math,2020-06,29,29
math.GM,math,2020-07,23,23
math.GM,math,2020-08,20,20
math.GM,math,2020-09,18,18
math.GM,math,2020-10,27,27
math.GM,math,2020-11,13,13
math.GM,math,2020-12,24,24
math.GM,math,2021-01,34,34
math.GM,math,2021-02,24,24
math.GM,math,2021-03,37,37
math.GM,math,2021-04,27,27
math.GM,math,2021-05,23,23
math.GM,math,2021-06,24,24
math.GM,math,2021-07,18,18
math.GM,math,2021-08,20,20
math.GM,math,2021-09,26,26
math.GM,math,2021-10,26,26
math.GM,math,2021-11,20,20
math.GM,math,2021-12,24,24
math.GM,math,2022-01,28,28
math.GM,math,2022-02,14,14
math.GM,math,2022-03,13,13
math.GM,math,2022-04,27,27
math.GM,math,2022-05,22,22
math.GM,math,2022-06,31,31
math.GM,math,2022-07,9,9
math.GM,math,2022-08,19,19
math.GM,math,2022-09,26,26
math.GM,math,2022-10,21,21
math.GM,math,2022-11,23,23
math.GM,math,2022-12,17,17
math.GM,math,2023-01,26,26
math.GM,math,2023-02,21,21
math.GM,math,2023-03,21,21
math.GM,math,2023-04,29,29
math.GM,math,2023-05,33,33
math.GM,math,2023-06,27,27
math.GM,math,2023-07,18,18
math.GM,math,2023-08,25,25
math.GM,math,2023-09,11,11
math.GM,math,2023-10,31,31
math.GM,math,2023-11,23,23
math.GM,math,2023-12,27,27
math.GM,math,2024-01,20,20
math.GM,math,2024-02,7,7
math.GM,math,2024-03,67,50
math.GM,math,2024-04,34,34
math.GM,math,2024-05,31,31
math.GM,math,2024-06,27,27
math.GM,math,2024-07,35,35
math.GM,math,2024-08,10,10
math.GM,math,2024-09,28,28
math.GM,math,2024-10,19,19
math.GM,math,2024-11,14,14
math.GM,math,2024-12,34,34
math.GM,math,2025-01,27,27
math.GM,math,2025-02,28,28
math.GM,math,2025-03,35,35
math.GM,math,2025-04,31,31
math.GM,math,2025-05,27,27
math.GM,math,2025-06,38,38
math.GM,math,2025-07,32,32
math.GM,math,2025-08,27,27
math.GM,math,2025-09,44,44
math.GM,math,2025-10,32,32
math.GM,math,2025-11,36,36
math.GM,math,2025-12,36,36
math.GN,math,2018-01,20,20
math.GN,math,2018-02,11,11
math.GN,math,2018-03,25,25
math.GN,math,2018-04,20,20
math.GN,math,2018-05,23,23
math.GN,math,2018-06,27,27
math.GN,math,2018-07,13,13
math.GN,math,2018-08,13,13
math.GN,math,2018-09,25,25
math.GN,math,2018-10,16,16
math.GN,math,2018-11,19,19
math.GN,math,2018-12,19,19
math.GN,math,2019-01,17,17
math.GN,math,2019-02,24,24
